MOB,Term36,Term48,Term60,Term72
83,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
84,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
85,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
86,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
87,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
88,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
89,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
90,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
91,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
92,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
93,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
94,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
95,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
96,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
97,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
98,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
99,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
100,0.00009969095803,0.0003935716628,0.001496532075,0.001498602265
